#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Sep 16 02:29:33 EDT 2020,82,82,Assignment2Suite,DimensionTest0+ DimensionTest1+ DimensionTest2+ DimensionTest3+ GetTest0+ GetTest1+ GetTest2+ GetTest3+ GetTest4+ KeysTest0+ KeysTest1+ KeysTest2+ KeysTest3+ KeysTest4+ MinMaxTest0+ MinMaxTest1+ MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ PutTest0+ PutTest1+ PutTest2+ PutTest3+ PutTest4+ PutTest5+ PutTest6+ RemoveTest0+ RemoveTest2+ StructureTest0+ StructureTest1+ StructureTest2+ , ,DimensionTest4- KeysTest5- KeysTest6- MinMaxTest7- RemoveTest1- RemoveTest3- StructureTest3- , ,
1,Thu Sep 17 02:14:32 EDT 2020,82,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 StructureTest0 StructureTest1 StructureTest2 , ,DimensionTest4 KeysTest5 KeysTest6 MinMaxTest7 RemoveTest1 RemoveTest3 StructureTest3 , ,
2,Thu Sep 17 02:30:04 EDT 2020,85,3,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5+ MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 StructureTest0 StructureTest1 StructureTest2 , ,DimensionTest4 KeysTest6 MinMaxTest7 RemoveTest1 RemoveTest3 StructureTest3 , ,
3,Thu Sep 17 02:31:43 EDT 2020,85,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 StructureTest0 StructureTest1 StructureTest2 , ,DimensionTest4 KeysTest6 MinMaxTest7 RemoveTest1 RemoveTest3 StructureTest3 , ,
4,Thu Sep 17 02:33:15 EDT 2020,85,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 StructureTest0 StructureTest1 StructureTest2 , ,DimensionTest4 KeysTest6 MinMaxTest7 RemoveTest1 RemoveTest3 StructureTest3 , ,
5,Thu Sep 17 02:36:31 EDT 2020,85,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 StructureTest0 StructureTest1 StructureTest2 , ,DimensionTest4 KeysTest6 MinMaxTest7 RemoveTest1 RemoveTest3 StructureTest3 , ,
6,Thu Sep 17 02:49:39 EDT 2020,87,2,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 RemoveTest3+ StructureTest0 StructureTest1 StructureTest2 StructureTest3+ , ,DimensionTest4 KeysTest6 MinMaxTest6- MinMaxTest7 RemoveTest1 , ,
7,Thu Sep 17 02:53:24 EDT 2020,87,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,DimensionTest4 KeysTest6 MinMaxTest6 MinMaxTest7 RemoveTest1 , ,
8,Thu Sep 17 03:03:36 EDT 2020,87,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,DimensionTest4 KeysTest6 MinMaxTest6 MinMaxTest7 RemoveTest1 , ,
9,Thu Sep 17 03:05:41 EDT 2020,87,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,DimensionTest4 KeysTest6 MinMaxTest6 MinMaxTest7 RemoveTest1 , ,
10,Thu Sep 17 03:09:34 EDT 2020,87,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,DimensionTest4 KeysTest6 MinMaxTest6 MinMaxTest7 RemoveTest1 , ,
11,Thu Sep 17 18:56:09 EDT 2020,87,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest1+ RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,DimensionTest4 KeysTest5- KeysTest6 MinMaxTest6 MinMaxTest7 , ,
12,Thu Sep 17 19:04:50 EDT 2020,92,5,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6+ MinMaxTest7+ PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,DimensionTest4 KeysTest5 KeysTest6 , ,
13,Thu Sep 17 19:12:51 EDT 2020,92,0,Assignment2Suite,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,DimensionTest4 KeysTest5 KeysTest6 , ,
